1	20.0811	1.21267
1	24.4351	1.28629
1	16.0024	1.17468
1	17.1582	1.12109
1	14.7598	1.1902
1	20.9907	1.16799
1	14.1943	1.03842
1	15.2529	1.15784
1	25.0107	1.16288
1	11.4375	1.11936
1	15.1934	1.14204
1	15.1411	1.18819
1	22.9043	1.13931
1	17.6992	1.21695
1	21.5923	1.20122
1	23.7393	1.26025
1	22.792	1.27178
1	22.4155	1.15294
1	24.9204	1.18599
1	21.0542	1.22016
1	15.4619	1.14041
1	17.4209	1.21793
1	13.8438	1.04454
1	21.583	1.2719

===========================
2	135.567	2.76164
2	133.595	2.95308
2	136.798	2.80911
2	146.567	2.90692
2	136.999	3.11178
2	135.956	2.73407
2	133.455	2.95457
2	139.35	3.09152
2	148.018	3.37771
2	140.978	3.06974
2	140.447	3.06625
2	148.463	3.41303
2	145.969	3.27984
2	140.72	3.20069
2	133.419	2.65603
2	142.972	3.0326
2	142.49	2.9517
2	138.578	3.13105
2	144.814	3.04506
2	140.801	3.17981
2	141.458	2.89426
2	140.679	2.81614
2	142.914	3.24765
2	146.293	2.89774
2	141.595	2.94257
2	146.142	3.0724
2	135.203	2.84934
2	142.852	2.98112
2	146.492	3.33493
2	144.82	3.27432
2	141.32	3.24458
2	137.874	3.12165
2	143.146	3.00274
2	135.23	2.65385
2	134.945	2.98682
2	133.112	2.79099
2	148.478	3.013
2	139.792	3.19613
2	135.678	2.82311
2	135.633	3.1006
2	144.456	2.9164

===========================
3	83.3906	1.8365
3	83.1201	1.85676
3	71.0137	1.80748
3	84.6465	1.81159
3	75.8198	1.67694
3	82.8164	1.80876
3	80.082	1.89095
3	78.0713	1.8848
3	86.6309	1.88412
3	76.1016	1.78794
3	81.3071	1.80624
3	82.3584	1.97156
3	73.7588	1.71888
3	80.4272	1.88749
3	80.1924	1.75683
3	78.0757	1.80959
3	71.5557	1.72616
3	76.2017	1.773
3	85.209	1.93642
3	73.6577	1.90555
3	80.4478	1.83181
3	81.1865	1.82057
3	86.1309	1.96051
3	73.8037	1.83032
3	82.3799	1.87236
3	79.189	1.7705
3	84.7422	1.96891
3	76.5527	1.92996
3	77.707	1.94806
3	85.9692	2.0491
3	77.1304	1.79483
3	75.5337	1.77163

===========================
4	41.4321	1.4218
4	43.2959	1.36849
4	45.0649	1.46397
4	44.7031	1.52573
4	53.5161	1.4917
4	47.8569	1.47886
4	41.4004	1.3358
4	54.6685	1.42995
4	45.1597	1.34754
4	41.8433	1.30527
4	50.2065	1.59046
4	43.396	1.40046
4	54.1934	1.63466
4	43.1074	1.32172
4	48.1133	1.48866
4	48.2979	1.35373
4	56.7563	1.50817
4	41.8638	1.3235
4	53.2163	1.53961
4	56.9058	1.65681
4	45.9185	1.44932
4	54.6338	1.48231
4	52.6431	1.54536
4	44.3213	1.33236
4	50.5786	1.37824
4	44.5063	1.46858
4	53.1553	1.48763
4	44.2339	1.32939
4	53.376	1.54953
4	51.1929	1.51134
4	44.8926	1.53778
4	55.4248	1.46457
4	43.4731	1.46513
4	42.0845	1.36017
4	48.5386	1.43166
4	43.3691	1.43233
4	55.3901	1.50337
4	42.1279	1.34389
4	41.0171	1.46779
4	51.3789	1.58933
4	51.2095	1.4178
4	41.1626	1.30755
4	46.376	1.40469
4	52.9473	1.6131

===========================
5	183.41	4.30354
5	176.619	3.82643
5	171.892	3.77563
5	175.516	3.73071
5	179.48	3.93117
5	172.021	3.64977
5	171.009	3.75648
5	183.376	4.10612
5	182.503	4.00472
5	170.109	3.92992
5	179.616	4.17984
5	182.837	4.22516
5	178.748	4.1971
5	172.464	3.58107
5	185.981	4.27594
5	173.707	3.73275
5	181.847	4.20431
5	181.082	4.04975
5	172.392	4.11054
5	181.574	3.98856
5	180.37	4.14464
5	185.698	4.27973
5	181.311	3.84591
5	173.918	3.93229
5	177.021	3.93139
5	181.57	4.04658
5	182.757	4.42053
5	180.191	3.934
5	175.158	3.9515
5	177.159	3.69262
5	177.685	3.91033
5	182.039	4.45344
5	184.315	4.1249
5	173.443	3.65165
5	182.487	4.30793
5	178.454	4.02799
5	184.427	4.09205

===========================
6	238.212	6.68256
6	242.847	6.31754
6	244.524	6.56802
6	234.896	6.15033
6	236.147	6.08591
6	235.461	6.03879
6	237.108	5.98474
6	243.592	6.33278
6	236.802	6.22028
6	242.492	7.0112
6	247.599	6.73507
6	241.451	6.22955
6	241.345	6.80237
6	239.589	6.74724
6	248.556	6.83388
6	240.357	6.72852
6	239.874	6.63809
6	242.571	6.27468
6	234.003	5.8137
6	247.163	6.55116
6	235.513	5.9591
6	243.644	6.84198
6	233.04	5.77591
6	235.657	6.03745
6	246.185	6.83293
6	244.103	6.50723
6	235.284	6.39079
6	238.742	6.10022
6	233.774	6.07662
6	246.689	6.92397
6	240.656	6.26229
6	246.714	6.82748
6	235.514	6.34383
6	233.464	6.14797
6	245.662	6.73797
6	244.813	6.24392
6	233.588	6.35219
6	241.979	6.44861
6	239.894	6.27842
6	247.691	6.82467
6	242.234	7.03065

===========================
